SPORTIUM;02/02/2022 15:35;03/22/2022 15:55;DNI0111;BLACK01;1;90.00;10.00;-24.00
SPORTIUM;02/02/2022 15:35;03/22/2022 15:55;DNI0112;BLACK01;1;204.00;12.00;-24.00
SPORTIUM;02/02/2022 15:35;03/22/2022 15:55;DNI0113;BLACK01;1;42.00;6.00;-24.00
SPORTIUM;02/02/2022 15:35;03/22/2022 15:55;DNI0114;BLACK01;1;132.00;6.00;0.00
SPORTIUM;02/02/2022 15:35;03/22/2022 15:55;DNI0115;BLACK02;1;72.00;6.00;-18.00
SPORTIUM;02/02/2022 15:35;03/22/2022 15:55;DNI0116;BLACK02;1;210.00;6.00;-18.00
SPORTIUM;02/02/2022 15:35;03/22/2022 15:55;DNI0117;BLACK02;1;222.00;6.00;0.00
SPORTIUM;02/06/2022 10:00;03/26/2022 10:30;DNI0118;BLACK03;9;1572.00;22.00;-60.00
SPORTIUM;02/06/2022 10:00;03/26/2022 10:30;DNI0118;BLACK04;1;216.00;24.00;-60.00
SPORTIUM;02/06/2022 10:00;03/26/2022 10:30;DNI0118;BLACK05;2;144.00;6.00;-60.00
SPORTIUM;02/06/2022 10:00;03/26/2022 10:30;DNI0118;BLACK06;3;204.00;30.00;-60.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0130;BLACK15;1;36.00;30.00;0.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0131;BLACK15;1;60.00;30.00;-6.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0132;BLACK15;1;252.00;30.00;-30.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0133;BLACK15;1;138.00;18.00;-30.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0134;BLACK15;1;174.00;18.00;-30.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0135;BLACK30;1;120.00;18.00;-6.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0136;BLACK30;1;258.00;18.00;-24.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0137;BLACK30;1;186.00;18.00;-24.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0138;BLACK30;1;96.00;18.00;-24.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0139;BLACK30;1;162.00;18.00;-24.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0140;BLACK30;1;120.00;24.00;-24.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0141;BLACK35;1;198.00;24.00;-6.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0142;BLACK35;1;48.00;24.00;-30.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0143;BLACK35;1;276.00;24.00;-12.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0144;BLACK35;1;66.00;24.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0145;BLACK35;1;54.00;24.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0146;BLACK35;1;48.00;24.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0147;BLACK35;1;234.00;12.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0148;BLACK35;1;96.00;12.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0149;BLACK35;1;258.00;12.00;-12.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0150;BLACK35;1;288.00;12.00;-6.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0151;BLACK35;1;36.00;12.00;-6.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0152;BLACK37;1;228.00;12.00;-6.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0153;BLACK37;1;252.00;12.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0154;BLACK37;1;204.00;18.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0155;BLACK37;1;276.00;30.00;-18.00
SPORTIUM;02/07/2022 16:00;03/27/2022 18:00;DNI0156;BLACK37;1;204.00;12.00;-18.00
BETFAIR;02/02/2022 15:35;03/22/2022 15:55;DNI0111;RULETA01;1;54.00;75.00;-54.00
BETFAIR;02/02/2022 15:35;03/22/2022 15:55;DNI0112;RULETA01;1;36.00;75.00;0.00
BETFAIR;02/02/2022 15:35;03/22/2022 15:55;DNI0113;RULETA01;1;0.00;108.00;0.00
BETFAIR;02/02/2022 15:35;03/22/2022 15:55;DNI0114;RULETA01;1;54.00;18.00;0.00
BETFAIR;02/02/2022 15:35;03/22/2022 15:55;DNI0115;RULETA02;1;24.00;18.00;-18.00
